profession_id,bio_url
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_J._Veiga
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_Paulo_Paes
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_Roberto_Torero
d9792821-e6ed-43f4-999c-20a7613408e4,Josu%C3%A9_Montello
d9792821-e6ed-43f4-999c-20a7613408e4,Jos%C3%A9_Sarney
d9792821-e6ed-43f4-999c-20a7613408e4,Leo_Vaz
d9792821-e6ed-43f4-999c-20a7613408e4,Lindanor_Celina
d9792821-e6ed-43f4-999c-20a7613408e4,Lindolfo_Rocha
d9792821-e6ed-43f4-999c-20a7613408e4,Livia_Garcia-Roza
d9792821-e6ed-43f4-999c-20a7613408e4,Lu%C3%ADs_Fernando_Ver%C3%ADssimo
d9792821-e6ed-43f4-999c-20a7613408e4,Luiz_Antonio_de_Assis_Brasil
d9792821-e6ed-43f4-999c-20a7613408e4,Luiz_Vilela
d9792821-e6ed-43f4-999c-20a7613408e4,Lya_Luft
d9792821-e6ed-43f4-999c-20a7613408e4,Lygia_Fagundes_Teles
d9792821-e6ed-43f4-999c-20a7613408e4,Manoel_Carlos_Karam
d9792821-e6ed-43f4-999c-20a7613408e4,Manoel_de_Barros
d9792821-e6ed-43f4-999c-20a7613408e4,Marcelo_Mirisola
d9792821-e6ed-43f4-999c-20a7613408e4,Marcelo_Rubens_Paiva
d9792821-e6ed-43f4-999c-20a7613408e4,Margarete_Solange
d9792821-e6ed-43f4-999c-20a7613408e4,Marina_Colasanti
d9792821-e6ed-43f4-999c-20a7613408e4,M%C3%A1rio_Prata
d9792821-e6ed-43f4-999c-20a7613408e4,M%C3%A1rio_Ribeiro_da_Cruz
d9792821-e6ed-43f4-999c-20a7613408e4,Miguel_M._Abrah%C3%A3o
d9792821-e6ed-43f4-999c-20a7613408e4,Mill%C3%B4r_Fernandes
d9792821-e6ed-43f4-999c-20a7613408e4,Moacyr_Scliar
d9792821-e6ed-43f4-999c-20a7613408e4,Modesto_Carone
d9792821-e6ed-43f4-999c-20a7613408e4,Murilo_Rubi%C3%A3o
d9792821-e6ed-43f4-999c-20a7613408e4,N%C3%A9lida_Pi%C3%B1on
d9792821-e6ed-43f4-999c-20a7613408e4,Nelson_Motta
d9792821-e6ed-43f4-999c-20a7613408e4,Olavo_de_Carvalho
d9792821-e6ed-43f4-999c-20a7613408e4,Olga_Savary
d9792821-e6ed-43f4-999c-20a7613408e4,Otto_Lara_Resende
d9792821-e6ed-43f4-999c-20a7613408e4,Osman_Lins
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Aquarone
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Coelho
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Leminski
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Lins
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Mendes_Campos
d9792821-e6ed-43f4-999c-20a7613408e4,Paulinho_Assun%C3%A7%C3%A3o
d9792821-e6ed-43f4-999c-20a7613408e4,Pedro_Bandeira
d9792821-e6ed-43f4-999c-20a7613408e4,Pedro_Nava
d9792821-e6ed-43f4-999c-20a7613408e4,Per_Johns
d9792821-e6ed-43f4-999c-20a7613408e4,Raduan_Nassar
d9792821-e6ed-43f4-999c-20a7613408e4,Reinaldo_Moraes
d9792821-e6ed-43f4-999c-20a7613408e4,Renard_Perez
d9792821-e6ed-43f4-999c-20a7613408e4,Ricardo_Ramos
d9792821-e6ed-43f4-999c-20a7613408e4,Ronald_Claver
d9792821-e6ed-43f4-999c-20a7613408e4,Roberto_Drummond
d9792821-e6ed-43f4-999c-20a7613408e4,Rubem_Braga
d9792821-e6ed-43f4-999c-20a7613408e4,Rubem_Fonseca
d9792821-e6ed-43f4-999c-20a7613408e4,Rui_Calisto
d9792821-e6ed-43f4-999c-20a7613408e4,Ruth_Rocha
d9792821-e6ed-43f4-999c-20a7613408e4,Ruy_Castro
d9792821-e6ed-43f4-999c-20a7613408e4,Salom%C3%A3o_Sousa
d9792821-e6ed-43f4-999c-20a7613408e4,Samuel_Rawet
d9792821-e6ed-43f4-999c-20a7613408e4,S%C3%A9rgio_Sant%27Anna
d9792821-e6ed-43f4-999c-20a7613408e4,Silviano_Santiago
d9792821-e6ed-43f4-999c-20a7613408e4,Thales_de_Andrade
d9792821-e6ed-43f4-999c-20a7613408e4,Yara_Cecim
d9792821-e6ed-43f4-999c-20a7613408e4,Z%C3%A9lia_Gattai
d9792821-e6ed-43f4-999c-20a7613408e4,Zulmira_Ribeiro_Tavares
d9792821-e6ed-43f4-999c-20a7613408e4,Andr%C3%A9_Vianna
d9792821-e6ed-43f4-999c-20a7613408e4,Adriana_Falc%C3%A3o
d9792821-e6ed-43f4-999c-20a7613408e4,Adriana_Lisboa
d9792821-e6ed-43f4-999c-20a7613408e4,Am%C3%ADlcar_Bettega_Barbosa
d9792821-e6ed-43f4-999c-20a7613408e4,Andr%C3%A9a_del_Fuego
d9792821-e6ed-43f4-999c-20a7613408e4,Andr%C3%A9_Sant%27Anna
d9792821-e6ed-43f4-999c-20a7613408e4,Celso_Kallarrari
d9792821-e6ed-43f4-999c-20a7613408e4,Christiane_Tassis
d9792821-e6ed-43f4-999c-20a7613408e4,Cintia_Moscovich
d9792821-e6ed-43f4-999c-20a7613408e4,Clarah_Averbuck
d9792821-e6ed-43f4-999c-20a7613408e4,Daniel_Galera
d9792821-e6ed-43f4-999c-20a7613408e4,Daniel_Pellizzari
d9792821-e6ed-43f4-999c-20a7613408e4,Fernanda_Young
d9792821-e6ed-43f4-999c-20a7613408e4,Fernando_Bonassi
d9792821-e6ed-43f4-999c-20a7613408e4,Fernando_Molica
d9792821-e6ed-43f4-999c-20a7613408e4,%C3%8Dndigo_(escritora)
d9792821-e6ed-43f4-999c-20a7613408e4,Ivana_Arruda_Leite
d9792821-e6ed-43f4-999c-20a7613408e4,Ivan_Sant%27anna
d9792821-e6ed-43f4-999c-20a7613408e4,Jo%C3%A3o_Paulo_Cuenca
d9792821-e6ed-43f4-999c-20a7613408e4,Joca_Reiners_Terron
d9792821-e6ed-43f4-999c-20a7613408e4,Leonardo_de_Moraes
d9792821-e6ed-43f4-999c-20a7613408e4,Let%C3%ADcia_Wierzchowski
d9792821-e6ed-43f4-999c-20a7613408e4,Luis_Eduardo_Matta
d9792821-e6ed-43f4-999c-20a7613408e4,Luiz_Alfredo_Garcia-Roza
d9792821-e6ed-43f4-999c-20a7613408e4,Luiz_Ruffato
d9792821-e6ed-43f4-999c-20a7613408e4,Mar%C3%A7al_Aquino
d9792821-e6ed-43f4-999c-20a7613408e4,Marcelino_Freire
d9792821-e6ed-43f4-999c-20a7613408e4,M%C3%A1rio_Bortolotto
d9792821-e6ed-43f4-999c-20a7613408e4,Miguel_Sanches_Neto
d9792821-e6ed-43f4-999c-20a7613408e4,Milton_Hatoum
d9792821-e6ed-43f4-999c-20a7613408e4,Nelson_de_Oliveira
d9792821-e6ed-43f4-999c-20a7613408e4,Patr%C3%ADcia_Melo
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Scott
d9792821-e6ed-43f4-999c-20a7613408e4,Ronaldo_Cagiano
d9792821-e6ed-43f4-999c-20a7613408e4,Santiago_Nazarian
d9792821-e6ed-43f4-999c-20a7613408e4,Simone_Campos
d9792821-e6ed-43f4-999c-20a7613408e4,Sonia_Sant%27Anna
d9792821-e6ed-43f4-999c-20a7613408e4,Thales_Guaracy
d9792821-e6ed-43f4-999c-20a7613408e4,Thaynara_Henrique
d9792821-e6ed-43f4-999c-20a7613408e4,Vicente_Franz_Cecim
d9792821-e6ed-43f4-999c-20a7613408e4,Xico_S%C3%A1
d9792821-e6ed-43f4-999c-20a7613408e4,Z%C3%A9_Rodrix
d9792821-e6ed-43f4-999c-20a7613408e4,Ang%C3%A9lica_Freitas
d9792821-e6ed-43f4-999c-20a7613408e4,Annita_Costa_Malufe
d9792821-e6ed-43f4-999c-20a7613408e4,Carlito_Azevedo
d9792821-e6ed-43f4-999c-20a7613408e4,Carlos_Eduardo_Drummond
d9792821-e6ed-43f4-999c-20a7613408e4,Carlos_Lima
d9792821-e6ed-43f4-999c-20a7613408e4,Claudio_Daniel
d9792821-e6ed-43f4-999c-20a7613408e4,Delmo_Montenegro
d9792821-e6ed-43f4-999c-20a7613408e4,Fabiano_Calixto
d9792821-e6ed-43f4-999c-20a7613408e4,Fabr%C3%ADcio_Carpinejar
d9792821-e6ed-43f4-999c-20a7613408e4,Fabio_Weintraub
d9792821-e6ed-43f4-999c-20a7613408e4,Horacio_Costa
d9792821-e6ed-43f4-999c-20a7613408e4,Micheliny_Verunschk
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Ferraz
d9792821-e6ed-43f4-999c-20a7613408e4,Paulo_Henriques_Britto
d9792821-e6ed-43f4-999c-20a7613408e4,Tarso_de_Melo
d9792821-e6ed-43f4-999c-20a7613408e4,Virna_Teixeira
